# Constructed from biom file
#OTU ID	A8812_JewBury1-51926-SortMeRNA-Naive	A8824_JewBury2-71125-SortMeRNA-Naive	A12014_EuroHG1-100k-SortMeRNA-Naive	A12017_EuroHG2-93208-SortMeRNA-Naive	A12826_LBK1-100k-SortMeRNA-Naive	A12829_LBK2-100k-SortMeRNA-Naive	A12873_Chimp-100k-SortMeRNA-Naive	A13204_AfrPP2-100k-SortMeRNA-Naive	A13208_AfrSF2-100k-SortMeRNA-Naive	A13209_AfrSF3-100k-SortMeRNA-Naive	A13210-AfrSF4-100k-SortMeRNA-Naive	A13213_AfrPP1-100k-SortMeRNA-Naive	A13232_IndRev1-100k-SortMeRNA-Naive	A13234_IndRev2-100k-SortMeRNA-Naive	A13344_ET11_EBC-100k-SortMeRNA-Naive	AFR8_EBC-9076-SortMeRNA-Naive	8812Jewbury	8824Jewbury	12014Meso	12017Meso	12826LBK	12829LBK	12873Chimp	13204Sf	13208Sf	13209Sf	13210Sf	13213Sf	IndustrialRevolution1-1.	IndustrialRevolution2	IndustrialRevolution3
"Methylotenera"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"Propionivibrio"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	515.0	312.0	0.0	0.0	0.0	59.0	0.0	54.0	4.0	1.0	0.0	0.0	428.0	125.0	114.0
"Desulfobulbus"	129.0	0.0	256.0	127.0	492.0	0.0	150.0	76.0	330.0	54.0	66.0	288.0	205.0	100.0	0.0	0.0	3237.0	318.0	0.0	2.0	1195.0	256.0	10.0	2387.0	6318.0	6.0	4.0	1.0	11460.0	707.0	1451.0
"Desulfomicrobium"	0.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	271.0	1103.0	0.0	147.0	0.0	105.0	0.0	0.0	70.0	5.0	0.0	0.0	13.0	149.0	0.0	61.0	0.0	0.0	0.0	0.0	2.0	0.0	129.0
"Desulfovibrio"	0.0	0.0	0.0	0.0	82.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	9.0	0.0	0.0	0.0	0.0	0.0	77.0	141.0	0.0	0.0	1.0	4.0	0.0	9.0
"Campylobacter"	614.0	546.0	0.0	139.0	737.0	514.0	189.0	320.0	207.0	182.0	1530.0	743.0	974.0	635.0	7.0	0.0	2309.0	779.0	1.0	7.0	8.0	327.0	1.0	853.0	733.0	0.0	1.0	1.0	831.0	3102.0	1155.0
"Shewanella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cardiobacterium"	281.0	190.0	0.0	0.0	69.0	103.0	0.0	0.0	0.0	0.0	65.0	0.0	102.0	280.0	0.0	0.0	3122.0	663.0	1.0	0.0	1.0	317.0	0.0	10.0	272.0	1.0	0.0	0.0	110.0	486.0	559.0
"Ectothiorhodospira"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1773.0	0.0	0.0	0.0
"Enterobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Klebsiella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	13.0	0.0	0.0	1.0	8.0	12.0	0.0	0.0	0.0
"Trabulsiella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
"Acinetobacter"	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1607.0	0.0	0.0	0.0	0.0	4624.0	638.0	133.0	197014.0	111856.0	4493.0	683.0	309882.0	2210.0	16581.0	264893.0	277171.0	281744.0	91.0	118.0	77.0
